"trait","subID","round","trialTotal","trialRun","valence","cluster.x","propT","selfResp","cueType","desirability","category","interpersonal","observability","prevalence","clusterName","cluster.y","outDegree","inDegree","between","eigen.vector","close","efficiency","transitivity","pageRank","Idx","aveCueF","aveCueTF","aveSD","sumCueF","choiceCueF","propCueF","SV_F","valEstF","Sim"
"Normal",160,2,110,35,2,5,1,4,4,5.5,1.249,4.222,4.842,5.211,"Thoughtful",3,13,15,57.1555845541301,0.254210304869962,0.00371747211895911,0.361111111111111,0.28042328042328,0.00460976923684373,81,0.345555555555556,279.895698936856,0.0723733963327135,6.22,18,0.545454545454545,0.129125285063084,0.319861981472984,0.12807432954773
"Uncompromising",160,2,111,36,1,1,2,2,2,3.19,3.867,4.25,4.889,3.8,"Rude",3,30,15,81.4952566213357,0.226075180686162,0.00393700787401575,0.676628352490422,0.315151515151515,0.00348100249851744,269,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,0.158107764807961,0.244561367550952,0.162275984198541
"Rude",160,2,112,37,1,1,2,2,2,2.238,3.8,4.188,6.222,4.5,"Rude",3,55,28,377.96496542177,0.451164019447144,0.0043859649122807,0.693939393939394,0.224213928886277,0.00743605393641737,244,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,0.171684387925119,0.214686530279313,0.174591338137265
"Clever",160,2,113,38,2,5,1,3,4,6,1.921,4.278,5.053,4.211,"Thoughtful",3,17,22,97.8796641900356,0.388626817912431,0.00383141762452107,0.736519607843137,0.300944669365722,0.00599907702181784,11,0.345555555555556,279.895698936856,0.0723733963327135,6.22,18,0.545454545454545,0.12209448897099,0.33562334386734,0.125307854164612
"Peaceful",160,2,114,39,2,4,3,4,6,6.438,1.057,4.389,5.421,4.895,"Respectful",2,44,25,315.61754184418,0.539824365931929,0.004149377593361,0.680761099365751,0.225063938618926,0.00766040655559382,89,0.673888888888889,529.914707717911,0.0873507797913604,24.26,36,0.571428571428571,0.214062363506354,0.419051658672352,0.199023353242434
"Unproductive",160,2,115,40,1,2,3,4,3,2.524,3.8,4.5,4.722,4.05,"Short-sighted",2,24,26,182.253762909867,0.374068126210293,0.00395256916996047,0.727657004830918,0.291428571428571,0.00973261168234334,283,0.661578947368421,760.521649418193,0.0615776977930896,12.57,19,0.487179487179487,0.153039682206493,0.213326893327249,0.150723181540373
"Rigid",160,2,116,41,1,1,2,4,2,3,3.333,4.25,4.556,4.15,"Rude",3,26,30,214.83838912599,0.449875825087548,0.00401606425702811,0.726153846153846,0.26038961038961,0.00720856509519355,241,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,0.1617788871246,0.239281141856099,0.166895449038918
"Confident",160,2,117,42,2,5,1,6,4,6.5,1.551,4.667,5.632,4.947,"Thoughtful",3,20,16,100.430556818367,0.221801716953096,0.00380228136882129,0.676315789473684,0.255555555555556,0.00406357033086847,17,0.345555555555556,279.895698936856,0.0723733963327135,6.22,18,0.545454545454545,0.109833353677355,0.347673761414029,0.114111070622329
"Skeptical",160,2,118,43,1,3,1,5,1,4.048,3.133,4.312,4.444,4.2,"Thoughtless",1,24,20,142.841681402452,0.226928321868452,0.00390625,0.642512077294686,0.24630021141649,0.00420701433704999,253,0.35,221.701149490845,0.07819389819088,5.25,15,0.833333333333333,0.136183531425035,0.264612593975303,0.145463652781481
"Well-mannered",160,2,119,44,2,4,3,6,6,6.188,1.724,5.556,5.632,5,"Respectful",2,29,13,46.4892686935546,0.322779742666697,0.00384615384615385,0.740147783251232,0.349593495934959,0.00413324263267652,143,0.673888888888889,529.914707717911,0.0873507797913604,24.26,36,0.571428571428571,0.199373606037776,0.398255062367178,0.18258802862103
"Self-centered",160,2,120,45,1,1,2,4,2,3,3.733,4.25,5.111,5,"Rude",3,52,19,409.478800820781,0.299935854445569,0.00425531914893617,0.664278531925591,0.239034205231388,0.00720743052475093,247,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,0.156121715320651,0.235267357711459,0.159187115724306
"Thoughtful",160,2,121,46,2,5,1,5,4,6.312,1.323,5,4.368,4.895,"Thoughtful",3,69,27,518.799930247123,0.574395721853067,0.00454545454545455,0.663540778630293,0.197149122807018,0.00690525008818195,129,0.345555555555556,279.895698936856,0.0723733963327135,6.22,18,0.545454545454545,0.197892926982385,0.402350450172854,0.188555261228038
"Talkative",160,2,122,47,2,6,2,2,5,5.375,1.921,5.667,5.684,5.632,"Outgoing",4,18,10,55.8282168384638,0.120154213224042,0.0036101083032491,0.80718954248366,0.346560846560847,0.00343443605556916,128,0.48,416.748664756699,0.0618061485614498,5.28,11,0.323529411764706,0.127099550099524,0.313237280583792,0.129340192925673
"Profane",160,2,123,48,1,1,2,2,2,3.238,3.667,4.125,4.778,3.45,"Rude",3,21,16,69.0936690192517,0.237267903099561,0.00381679389312977,0.734126984126984,0.331831831831832,0.00423606141451691,237,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,NA,NA,NA
"Self-indulgent",160,2,124,49,1,1,2,5,2,3.429,4,4.562,5.056,4.55,"Rude",3,30,17,176.418821549522,0.286702218986109,0.00395256916996047,0.654406130268199,0.270120259019426,0.00532352781824766,249,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,0.144028345432408,0.244490342631236,0.146199443650341
"Loyal",160,2,125,50,2,4,3,5,6,6.188,1.801,5.667,4.789,5.105,"Respectful",2,25,9,50.769203625119,0.16607591642832,0.00377358490566038,0.710555555555556,0.390374331550802,0.00302688490350389,72,0.673888888888889,529.914707717911,0.0873507797913604,24.26,36,0.571428571428571,0.179026420793923,0.383818659805953,0.165721146678149
"Bragging",160,2,126,51,1,1,2,4,2,2.905,3.133,4.625,5.944,4.45,"Rude",3,6,24,33.5149470458444,0.389622627018496,0.00373134328358209,0.5,0.367816091954023,0.00854667833634425,162,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,0.132052569238839,0.214247760062211,0.133391436184686
"Unafraid",160,2,127,52,2,5,1,4,4,5.688,2.262,3.556,4.211,3.947,"Thoughtful",3,15,11,76.5854685616026,0.150943031490221,0.00364963503649635,0.636507936507936,0.261538461538462,0.00462307045942263,132,0.345555555555556,279.895698936856,0.0723733963327135,6.22,18,0.545454545454545,0.112229225259792,0.315676066561744,0.113859204176462
"Egotistical",160,2,128,53,1,1,2,4,2,2.571,3.6,4.125,5.333,4.45,"Rude",3,24,16,122.188595474917,0.268459888579537,0.00381679389312977,0.71316425120773,0.320512820512821,0.00701171237941687,184,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,0.137866351594545,0.204511834977268,0.140599768961351
"Honest",160,2,129,54,2,4,3,6,6,5.938,2.32,5.833,5,4.947,"Respectful",2,23,13,52.6596905077157,0.235155969499749,0.00374531835205993,0.760210803689065,0.284126984126984,0.00365832318464712,60,0.673888888888889,529.914707717911,0.0873507797913604,24.26,36,0.571428571428571,0.17264226195974,0.368914206692021,0.159714544142371
"Irresponsible",160,2,130,55,1,2,3,6,3,2.476,3.933,4.438,5.278,4.2,"Short-sighted",2,27,10,110.238700410397,0.137080424412935,0.00381679389312977,0.731718898385565,0.318318318318318,0.00481525609716394,211,0.661578947368421,760.521649418193,0.0615776977930896,12.57,19,0.487179487179487,0.148472393291742,0.208094410241106,0.141838995157418
"Short-sighted",160,2,131,56,1,2,3,2,3,2.476,3.6,4.125,4.278,4.25,"Short-sighted",2,32,14,153.849170647498,0.158608156340958,0.00393700787401575,0.655913978494624,0.25024154589372,0.00359325733538138,251,0.661578947368421,760.521649418193,0.0615776977930896,12.57,19,0.487179487179487,0.155633356935451,0.21317514021176,0.153310983287284
"Forgetful",160,2,132,57,1,2,3,6,3,3.05,4,3.812,4.5,4.4,"Short-sighted",2,9,31,78.2111828963877,0.468988700983562,0.00383141762452107,0.805555555555556,0.307692307692308,0.0123493505676638,188,0.661578947368421,760.521649418193,0.0615776977930896,12.57,19,0.487179487179487,0.147950490739556,0.2315448177012,0.14240580999941
"Petty",160,2,133,58,1,1,2,3,2,2.476,4.133,4.25,4.556,4.15,"Rude",3,37,27,259.99531974386,0.416190884967704,0.00408163265306122,0.689189189189189,0.219246031746032,0.00770722224448657,236,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,0.1526801924105,0.211079859149501,0.15571297503203
"Fun",160,2,134,59,2,6,2,6,5,6.25,1.251,4.389,5,5.158,"Outgoing",4,23,17,195.078310557685,0.273068608171313,0.00371747211895911,0.664361001317523,0.206410256410256,0.00778522306470436,47,0.48,416.748664756699,0.0618061485614498,5.28,11,0.323529411764706,0.157621898192601,0.371205040024636,0.155221330442451
"Afraid",160,2,135,60,1,3,1,2,1,2.429,3.133,3.812,5.333,4.2,"Thoughtless",1,26,12,58.2915565584857,0.16141630242903,0.0037593984962406,0.766666666666667,0.301564722617354,0.00437892725502875,152,0.35,221.701149490845,0.07819389819088,5.25,15,0.833333333333333,0.124305600222001,0.188997506544699,0.132329724535215
"Troublesome",160,2,136,61,1,1,2,2,2,2.619,3.733,4.25,5.444,3.8,"Rude",3,28,34,282.870053122817,0.481237270245008,0.00413223140495868,0.655643738977072,0.241671073506081,0.00875493594702821,262,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,0.166357171580766,0.226718151106881,0.165660488720883
"Natural",160,2,137,62,2,5,1,3,4,5.625,1.455,4.167,4.789,4.895,"Thoughtful",3,10,9,27.0116525644735,0.14279047663039,0.00357142857142857,0.433333333333333,0.245614035087719,0.00235283062895716,78,0.345555555555556,279.895698936856,0.0723733963327135,6.22,18,0.545454545454545,NA,NA,NA
"Maladjusted",160,2,138,63,1,1,2,2,2,2.429,3.733,4,4.111,3,"Rude",3,31,27,265.738970890224,0.396485490398494,0.00408163265306122,0.670609318996416,0.225650332728373,0.00688402326859957,219,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,0.144796754057653,0.203536055349863,0.14807370716984
"Understanding",160,2,139,64,2,4,3,6,6,6.562,1.667,5.111,4.632,5.053,"Respectful",2,33,20,130.23702431815,0.411702392468322,0.004,0.719381313131313,0.298984034833091,0.00488241668393915,134,0.673888888888889,529.914707717911,0.0873507797913604,24.26,36,0.571428571428571,NA,NA,NA
"Gullible",160,2,140,65,1,2,3,4,3,2.667,3.533,4.875,4.5,3.6,"Short-sighted",2,14,13,94.4988940324385,0.143877288042456,0.0037037037037037,0.67032967032967,0.284900284900285,0.00472076619886332,191,0.661578947368421,760.521649418193,0.0615776977930896,12.57,19,0.487179487179487,0.113524051357177,0.191224833372467,0.114106856905329
"Rough",160,2,141,66,1,1,2,3,2,3,3.933,4.688,5.167,3.35,"Rude",3,29,21,141.924426822384,0.358542038542119,0.00392156862745098,0.707307060755337,0.260408163265306,0.00569821632278072,242,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,0.154884910304106,0.234389840015788,0.154381999021411
"Wasteful",160,2,142,67,1,2,3,3,3,2.714,3.2,3.312,5.111,4.65,"Short-sighted",2,11,33,127.92214957639,0.460571045238113,0.00390625,0.748484848484848,0.233615221987315,0.0110036637339801,292,0.661578947368421,760.521649418193,0.0615776977930896,12.57,19,0.487179487179487,0.140965253021692,0.212644941976953,0.137502597872249
"Crude",160,2,143,68,1,1,2,2,2,2.571,4,4.375,5.333,3.65,"Rude",3,18,20,87.0189915513347,0.354877257780206,0.00387596899224806,0.787581699346405,0.408250355618777,0.0058295254183768,169,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,NA,NA,NA
"Bitter",160,2,144,69,1,1,2,4,2,2.238,3.667,4.125,5.556,3.75,"Rude",3,11,24,40.3915351634923,0.42736367093427,0.00378787878787879,0.742424242424242,0.361344537815126,0.0066512763936706,159,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,0.129548886238068,0.184791237285053,0.135509969661003
"Giving",160,2,145,70,2,4,3,4,6,6.125,1.219,5.444,4.895,5,"Respectful",2,16,21,83.2578894684521,0.419818030661916,0.00378787878787879,0.695833333333333,0.328828828828829,0.00679144175643513,51,0.673888888888889,529.914707717911,0.0873507797913604,24.26,36,0.571428571428571,NA,NA,NA
"Indecisive",160,2,146,71,1,3,1,7,1,2.6,4.267,4.125,4.556,3.95,"Thoughtless",1,22,43,395.335811605308,0.592087754457116,0.00418410041841004,0.73015873015873,0.237980769230769,0.0159662802527714,207,0.35,221.701149490845,0.07819389819088,5.25,15,0.833333333333333,0.152840559268644,0.216339575049963,0.156847604688726
"Sarcastic",160,2,147,72,1,1,2,6,2,3.81,3.533,4.562,5.333,4.15,"Rude",3,12,11,54.9475836829268,0.177931156442936,0.0036101083032491,0.700757575757576,0.292490118577075,0.00440989556939632,245,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,0.105506581263756,0.232970310024371,0.107682924232344
"Considerate",160,2,148,73,2,4,3,5,6,6.25,1.629,6.111,5.632,5.158,"Respectful",2,29,31,180.79820124304,0.638310971542253,0.004,0.770935960591133,0.26271186440678,0.00820050334479712,19,0.673888888888889,529.914707717911,0.0873507797913604,24.26,36,0.571428571428571,0.221496281282894,0.41652414910976,0.202569752013342
"Lenient",160,2,149,74,2,4,3,4,6,5.375,1.326,4.722,5,4.316,"Respectful",2,10,17,27.4326067314081,0.31505850161319,0.00363636363636364,0.737037037037037,0.401709401709402,0.00505426259407404,69,0.673888888888889,529.914707717911,0.0873507797913604,24.26,36,0.571428571428571,0.168140002171279,0.342355631859506,0.155111526367451
"Loud",160,2,150,75,1,1,2,2,2,2.952,2.867,4.375,6.389,4.45,"Rude",3,26,24,163.853933040011,0.380978268981609,0.00392156862745098,0.706666666666667,0.233469387755102,0.00776028355532163,217,0.56258064516129,394.508980854912,0.0891054709108064,17.44,31,0.424657534246575,NA,NA,NA
"Good-humored",161,1,1,1,2,6,3,7,6,6,1.6,5.167,5.579,4.842,"Outgoing",4,22,12,122.239225916067,0.209668948678708,0.00374531835205993,0.75036075036075,0.272727272727273,0.00476972710675787,54,0.662,599.846417992151,0.0653780216455478,9.93,15,0.555555555555556,0.186784563213429,0.634020731932818,0.184805577435912
"Bitter",161,1,2,2,1,1,3,1,3,2.238,3.667,4.125,5.556,3.75,"Rude",3,11,24,40.3915351634923,0.42736367093427,0.00378787878787879,0.742424242424242,0.361344537815126,0.0066512763936706,159,0.6636,703.612073231074,0.068670711854958,16.59,25,0.316455696202532,0.132635655966619,0.257447014870202,0.116809403338369
"Sentimental",161,1,3,3,2,4,2,7,5,5.5,1.886,4.333,4.789,4.947,"Respectful",2,7,16,22.8177861780768,0.286397479610955,0.00350877192982456,0.928571428571429,0.268774703557312,0.00591624442302349,117,0.504615384615385,368.724088356407,0.0924475997765948,19.68,39,0.709090909090909,0.128445638580111,0.566948919923282,0.133379182253315
"Aimless",161,1,4,4,1,2,1,1,1,2.333,4.333,3.812,4.278,3.35,"Short-sighted",2,26,11,124.62789397092,0.223769116499452,0.00381679389312977,0.738974358974359,0.310810810810811,0.00455626935917609,153,0.354705882352941,169.535130736273,0.0928787951484907,6.03,17,0.395348837209302,NA,NA,NA
"Quick-witted",161,1,5,5,2,6,3,6,6,5.75,1.736,5.333,5.474,4.389,"Outgoing",4,13,27,116.264877909061,0.425183804462489,0.00378787878787879,0.637179487179487,0.25,0.0093857628428914,103,0.662,599.846417992151,0.0653780216455478,9.93,15,0.555555555555556,0.153014743526901,0.598953642496166,0.153302383588586
"Loyal",161,1,6,6,2,4,2,6,5,6.188,1.801,5.667,4.789,5.105,"Respectful",2,25,9,50.769203625119,0.16607591642832,0.00377358490566038,0.710555555555556,0.390374331550802,0.00302688490350389,72,0.504615384615385,368.724088356407,0.0924475997765948,19.68,39,0.709090909090909,0.178973974852094,0.649339063477079,0.186444340569037
"Courageous",161,1,7,7,2,5,1,4,4,6.062,1.249,4.611,4.842,4.222,"Thoughtful",3,18,15,136.658337454207,0.227569757912164,0.00378787878787879,0.62363834422658,0.272727272727273,0.00584897813908511,24,0.337,221.943005114419,0.082404649843255,6.74,20,0.588235294117647,0.135712132755233,0.622930909290856,0.146225733668815
"Troublesome",161,1,8,8,1,1,3,1,3,2.619,3.733,4.25,5.444,3.8,"Rude",3,28,34,282.870053122817,0.481237270245008,0.00413223140495868,0.655643738977072,0.241671073506081,0.00875493594702821,262,0.6636,703.612073231074,0.068670711854958,16.59,25,0.316455696202532,NA,NA,NA
"Nervous",161,1,9,9,1,3,2,2,2,2.667,3.267,4,4.889,4.4,"Thoughtless",1,28,9,44.4024002473121,0.103443637427203,0.0037593984962406,0.715167548500882,0.261261261261261,0.00310551126873177,228,0.531428571428571,230.036297005324,0.0929728780018993,7.44,14,0.636363636363636,0.121029730275217,0.294471468022849,0.11551780452211
"Temperamental",161,1,10,10,1,1,3,3,3,2.65,3.6,4.562,5.278,4.5,"Rude",3,36,63,656.129845472469,0.944485715715545,0.00467289719626168,0.651851851851852,0.209853638425067,0.0167462079986504,257,0.6636,703.612073231074,0.068670711854958,16.59,25,0.316455696202532,0.186239782733445,0.314555743298154,0.166710447106291
"Helpful",161,1,11,11,2,4,2,7,5,6.562,1.091,5.667,5.632,5.053,"Respectful",2,30,18,113.56123205138,0.359138201649697,0.00389105058365759,0.73639846743295,0.289007092198582,0.005042467415703,59,0.504615384615385,368.724088356407,0.0924475997765948,19.68,39,0.709090909090909,0.205033020505704,0.69365795906185,0.210775139633653
"Crude",161,1,12,12,1,1,3,1,3,2.571,4,4.375,5.333,3.65,"Rude",3,18,20,87.0189915513347,0.354877257780206,0.00387596899224806,0.787581699346405,0.408250355618777,0.0058295254183768,169,0.6636,703.612073231074,0.068670711854958,16.59,25,0.316455696202532,0.153161145767785,0.296016470330582,0.134899407960187
"Petty",161,1,13,13,1,1,3,1,3,2.476,4.133,4.25,4.556,4.15,"Rude",3,37,27,259.99531974386,0.416190884967704,0.00408163265306122,0.689189189189189,0.219246031746032,0.00770722224448657,236,0.6636,703.612073231074,0.068670711854958,16.59,25,0.316455696202532,NA,NA,NA
"Inconsistent",161,1,14,14,1,2,1,3,1,2.381,4.067,4.125,5.111,3.95,"Short-sighted",2,21,9,68.3265840546174,0.115892345497361,0.0037037037037037,0.723015873015873,0.296551724137931,0.00431029360013328,206,0.354705882352941,169.535130736273,0.0928787951484907,6.03,17,0.395348837209302,0.108604382621688,0.263077566878108,0.113171105993704
"Faithful",161,1,15,15,2,4,2,4,5,5.938,1.298,5.111,4.263,5,"Respectful",2,8,28,68.9089474256226,0.512480804260637,0.00381679389312977,0.660714285714286,0.317460317460317,0.00794510474418062,41,0.504615384615385,368.724088356407,0.0924475997765948,19.68,39,0.709090909090909,0.17055958532936,0.622711278088712,0.180219966838497
"Nosey",161,1,16,16,1,1,3,1,3,2.333,3.333,4.5,5.333,4.35,"Rude",3,0,15,0,0.234608444544248,0.00348432055749129,0,0.352380952380952,0.00534552204363718,232,0.6636,703.612073231074,0.068670711854958,16.59,25,0.316455696202532,NA,NA,NA
"Skeptical",161,1,17,17,1,3,2,5,2,4.048,3.133,4.312,4.444,4.2,"Thoughtless",1,24,20,142.841681402452,0.226928321868452,0.00390625,0.642512077294686,0.24630021141649,0.00420701433704999,253,0.531428571428571,230.036297005324,0.0929728780018993,7.44,14,0.636363636363636,0.13680685470552,0.431343844129324,0.127060477839311
"Benevolent",161,1,18,18,2,4,2,7,5,5.938,1.906,4.833,4.316,4.368,"Respectful",2,12,16,53.756371241599,0.376244425504286,0.00363636363636364,0.810606060606061,0.349206349206349,0.0054464204348356,2,0.504615384615385,368.724088356407,0.0924475997765948,19.68,39,0.709090909090909,0.181086186910717,0.626214953268599,0.184902340018909
"Enthusiastic",161,1,19,19,2,6,3,7,6,6.062,1.6,4.667,5.579,5,"Outgoing",4,12,27,201.299972850007,0.394137553668214,0.00381679389312977,0.577020202020202,0.209176788124157,0.00853540809683583,36,0.662,599.846417992151,0.0653780216455478,9.93,15,0.555555555555556,0.170360764009595,0.634463363369668,0.166710960419442
"Forgetful",161,1,20,20,1,2,1,6,1,3.05,4,3.812,4.5,4.4,"Short-sighted",2,9,31,78.2111828963877,0.468988700983562,0.00383141762452107,0.805555555555556,0.307692307692308,0.0123493505676638,188,0.354705882352941,169.535130736273,0.0928787951484907,6.03,17,0.395348837209302,0.117183168608482,0.329694355122278,0.123313747161719
"Compassionate",161,1,21,21,2,4,2,7,5,6.25,1.49,5.5,5.158,5.167,"Respectful",2,19,30,106.033488361386,0.570965120636685,0.00390625,0.752436647173489,0.273809523809524,0.00892628958246295,14,0.504615384615385,368.724088356407,0.0924475997765948,19.68,39,0.709090909090909,0.205718143308569,0.664149725820071,0.213424862521272
"Humorous",161,1,22,22,2,6,3,7,6,5.75,1.409,5.222,5.684,5.105,"Outgoing",4,9,14,8.36958038350343,0.209861157581484,0.00340136054421769,0.944444444444444,0.359683794466403,0.00488832024243793,63,0.662,599.846417992151,0.0653780216455478,9.93,15,0.555555555555556,0.154270639185804,0.599371654939652,0.145559941964983
"Restless",161,1,23,23,1,3,2,2,2,2.667,3.933,3.562,5.278,4.05,"Thoughtless",1,21,10,59.3282277549507,0.106733433068562,0.00373134328358209,0.670634920634921,0.294623655913978,0.00273810897791083,240,0.531428571428571,230.036297005324,0.0929728780018993,7.44,14,0.636363636363636,0.117924534116418,0.293437934206054,0.113471357577621
"Cluttered",161,1,24,24,1,2,1,1,1,2.571,3.533,3.875,5.389,3.45,"Short-sighted",2,4,18,28.2993931156225,0.200184008029937,0.0036101083032491,0.833333333333333,0.285714285714286,0.00707245006542125,166,0.354705882352941,169.535130736273,0.0928787951484907,6.03,17,0.395348837209302,0.075125230424334,0.270042988042355,0.0811338918972915
"Unobservant",161,1,25,25,1,2,1,1,1,2.381,3.6,3.625,4.944,3.7,"Short-sighted",2,25,24,253.270784418753,0.321663933214646,0.00393700787401575,0.726111111111111,0.247448979591837,0.0072103975390109,279,0.354705882352941,169.535130736273,0.0928787951484907,6.03,17,0.395348837209302,0.120541920688875,0.267050858306656,0.123364604970237
"Charming",161,1,26,26,2,6,3,6,6,6.25,1.682,5.722,4.889,4.895,"Outgoing",4,18,41,235.45746586943,0.722429090789162,0.00398406374501992,0.737472766884532,0.196376388077148,0.0152593847982981,7,0.662,599.846417992151,0.0653780216455478,9.93,15,0.555555555555556,0.207257875246449,0.664662210360569,0.205616927736214
"Cooperative",161,1,27,27,2,4,2,7,5,6.562,1.622,5.722,5.211,5.474,"Respectful",2,48,14,177.267727513521,0.283933029698234,0.004149377593361,0.679964539007092,0.27392913802221,0.00396664593901097,22,0.504615384615385,368.724088356407,0.0924475997765948,19.68,39,0.709090909090909,0.215867081493666,0.697263969063038,0.223734736171197
"Gullible",161,1,28,28,1,2,1,1,1,2.667,3.533,4.875,4.5,3.6,"Short-sighted",2,14,13,94.4988940324385,0.143877288042456,0.0037037037037037,0.67032967032967,0.284900284900285,0.00472076619886332,191,0.354705882352941,169.535130736273,0.0928787951484907,6.03,17,0.395348837209302,NA,NA,NA
"Versatile",161,1,29,29,2,5,1,7,4,6.188,1.249,4.222,5,4.737,"Thoughtful",3,5,5,4.30905870665892,0.084033935680675,0.00333333333333333,0.5,0.355555555555556,0.00209454592680244,141,0.337,221.943005114419,0.082404649843255,6.74,20,0.588235294117647,0.0565782761190193,0.608600866209744,0.0637350216287526
"Annoying",161,1,30,30,1,1,3,5,3,2.476,3.667,4.625,6.222,4.65,"Rude",3,18,63,447.065321264639,1,0.00444444444444444,0.62962962962963,0.237345679012346,0.0182113972976436,155,0.6636,703.612073231074,0.068670711854958,16.59,25,0.316455696202532,0.168300565908905,0.292001163670881,0.152078256665596
"Untidy",161,1,31,31,1,2,1,4,1,2.476,3.733,4.312,5.222,3.3,"Short-sighted",2,10,7,41.7831021848143,0.0820246464031386,0.00336700336700337,0.744444444444444,0.176470588235294,0.00521066196085307,287,0.354705882352941,169.535130736273,0.0928787951484907,6.03,17,0.395348837209302,0.0583983857328386,0.25542131043693,0.0664513420520399
"Cordial",161,1,32,32,2,4,2,6,5,5.938,1.853,5.778,5.211,4.684,"Respectful",2,17,26,123.441046102342,0.496646332568112,0.00387596899224806,0.751225490196078,0.292358803986711,0.00773738318444951,23,0.504615384615385,368.724088356407,0.0924475997765948,19.68,39,0.709090909090909,0.19692691093526,0.631487381522607,0.200281823876073
"Wishy-washy",161,1,33,33,1,2,1,2,1,2.857,4.533,4.312,4.389,3.7,"Short-sighted",2,15,39,206.866988961087,0.528689779312193,0.004,0.736507936507936,0.232704402515723,0.0133229346872702,294,0.354705882352941,169.535130736273,0.0928787951484907,6.03,17,0.395348837209302,0.128479383604355,0.315059637132602,0.130638751384505
"Respectable",161,1,34,34,2,5,1,5,4,6.188,1.131,5.333,5.316,4.842,"Thoughtful",3,46,26,351.264244315982,0.521046148294945,0.00427350427350427,0.679549114331723,0.238262910798122,0.00686955385707386,109,0.337,221.943005114419,0.082404649843255,6.74,20,0.588235294117647,0.195023498429823,0.654680988596377,0.207362374317154
"Unselfish",161,1,35,35,2,4,2,6,5,5.5,2.015,4.889,4.895,3.737,"Respectful",2,25,33,128.261427598231,0.657596259946351,0.00401606425702811,0.765555555555556,0.302480338777979,0.00856227784363616,138,0.504615384615385,368.724088356407,0.0924475997765948,19.68,39,0.709090909090909,0.227027163270419,0.59976080499211,0.239310726911633
"Good",161,1,36,36,2,4,2,7,5,6.188,1.219,4.5,4.632,5.632,"Respectful",2,40,13,179.441382656285,0.300350367893569,0.00401606425702811,0.670940170940171,0.283018867924528,0.00437487845454363,53,0.504615384615385,368.724088356407,0.0924475997765948,19.68,39,0.709090909090909,0.206735651598728,0.658579262891625,0.213420127178792
"Peaceful",161,1,37,37,2,4,2,7,5,6.438,1.057,4.389,5.421,4.895,"Respectful",2,44,25,315.61754184418,0.539824365931929,0.004149377593361,0.680761099365751,0.225063938618926,0.00766040655559382,89,0.504615384615385,368.724088356407,0.0924475997765948,19.68,39,0.709090909090909,0.21029346678594,0.683590585566254,0.22090257459926
"Reckless",161,1,38,38,1,1,3,1,3,3,3.667,3.875,5.667,3.7,"Rude",3,35,18,182.697122170204,0.266365996010058,0.00408163265306122,0.688795518207283,0.296806966618287,0.00460318855657695,239,0.6636,703.612073231074,0.068670711854958,16.59,25,0.316455696202532,NA,NA,NA
"Tense",161,1,39,39,1,3,2,3,2,3.15,3.067,4.188,5.444,4.2,"Thoughtless",1,39,13,124.259785856197,0.143088626267592,0.00395256916996047,0.696581196581197,0.248114630467572,0.00331953761246037,258,0.531428571428571,230.036297005324,0.0929728780018993,7.44,14,0.636363636363636,0.1437333504651,0.348062176087018,0.129095322515447
"Argumentative",161,1,40,40,1,1,3,4,3,3.048,2.867,4.562,5.333,4.25,"Rude",3,17,15,36.672494756143,0.206587066784865,0.0037037037037037,0.8125,0.360887096774194,0.0036456828880017,158,0.6636,703.612073231074,0.068670711854958,16.59,25,0.316455696202532,0.134333564228386,0.335212077495389,0.115570072200856
"Sociable",161,1,41,41,2,6,3,3,6,6.125,1.409,6,5.474,5.579,"Outgoing",4,23,25,262.580215450082,0.390649155721686,0.00386100386100386,0.704545454545454,0.237588652482269,0.00988090268504445,121,0.662,599.846417992151,0.0653780216455478,9.93,15,0.555555555555556,0.202710531817957,0.651235102548167,0.200748103150404
"Loud",161,1,42,42,1,1,3,1,3,2.952,2.867,4.375,6.389,4.45,"Rude",3,26,24,163.853933040011,0.380978268981609,0.00392156862745098,0.706666666666667,0.233469387755102,0.00776028355532163,217,0.6636,703.612073231074,0.068670711854958,16.59,25,0.316455696202532,NA,NA,NA
